#chrom	pos	AAAA	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA	Other
11	852498296	496955	724	1651	141	1399	171	119	1205	2866
11	852998295	496445	771	1477	91	1322	95	217	1040	3558
11	853498294	496395	817	1634	139	1498	132	211	1292	3688
11	853998293	498528	792	1531	159	1440	157	191	1253	1574
11	854498292	498188	789	1614	91	1472	69	127	1023	1653
11	854998291	498011	896	1633	125	1581	102	111	870	2061
11	855498290	497805	813	1728	119	1482	236	94	1171	2266
11	855998289	497940	820	1774	73	1486	135	197	1285	1915
11	856498288	497922	816	1830	128	1642	142	147	1050	2079
11	856998287	497996	763	1641	112	1485	175	142	1040	2076
11	857498286	498244	768	1675	106	1479	103	173	943	1729
11	857998285	497538	836	1762	120	1480	161	131	961	2467
11	858498284	498013	723	1779	105	1479	155	136	890	2048
11	858998283	498364	805	1672	139	1513	152	131	1260	1765
11	859498282	497930	749	1690	95	1438	163	104	1134	1805
11	859998281	498004	789	1607	102	1563	132	110	1276	2088
11	860498280	498021	791	1519	113	1456	81	136	1017	1915
11	860998279	497734	805	1550	158	1371	146	175	1188	2257
11	861498278	497633	821	1581	114	1304	82	238	1283	2376
11	861998277	497431	655	1519	82	1380	103	60	1089	2552
11	862498276	498208	664	1577	56	1450	26	72	1373	1798
11	862998275	497928	599	1600	67	1403	115	82	1452	2224
11	863498274	497068	765	1493	55	1406	81	194	1292	2765
11	863998273	498105	769	1917	152	1783	128	184	1288	2046
11	864498272	497539	669	1652	124	1412	59	119	1204	2334
11	864998271	497762	559	1456	37	1274	51	51	1104	2519
11	865498270	497617	722	1909	71	1497	87	131	1076	2078
11	865998269	497859	741	1823	62	1543	154	213	1329	2137
11	866498268	498074	794	1685	114	1625	95	167	1133	2057
11	866998267	497946	743	1869	122	1722	101	164	1231	1927
11	867498266	497931	667	1702	106	1565	102	154	1278	2060
11	867998265	497656	699	1519	75	1368	37	122	1161	2544
11	868498264	496672	683	1664	33	1344	155	115	1391	3191
11	868998263	497802	706	1594	73	1430	98	117	1071	2215
11	869498262	497355	793	1648	59	1345	97	219	1331	2592
11	869998261	497730	688	1498	68	1352	92	194	1538	2594
11	870498260	497769	801	1669	113	1513	117	169	1262	1936
11	870998259	497832	1000	1685	124	1487	127	227	1294	2226
11	871498258	498139	764	1642	85	1465	118	149	1178	1751
11	871998257	498229	795	1659	88	1461	113	182	980	1768
11	872498256	497866	687	1485	125	1384	144	89	1240	2188
11	872998255	497969	814	1555	110	1405	134	236	1075	2221
11	873498254	497395	735	1585	118	1428	156	185	1032	2399
11	873998253	497547	777	1612	145	1437	177	180	1120	2456
11	874498252	497530	742	1607	133	1421	103	148	926	2459
11	874998251	497379	893	1605	161	1472	141	191	1368	2614
11	875498250	497616	888	1728	172	1596	165	162	1175	2429
11	875998249	498078	783	1642	121	1552	114	168	1036	1964
11	876498248	498293	859	1692	67	1557	142	173	1077	1667
11	876998247	498231	598	1475	71	1394	99	93	945	1763
11	877498246	498311	761	1674	92	1574	92	144	937	1811
11	877998245	496880	709	1495	81	1272	101	129	1086	2955
11	878498244	498298	666	1600	90	1414	58	108	980	1727
11	878998243	498545	621	1378	50	1302	72	45	687	1468
11	879498242	497929	848	1547	153	1415	56	54	905	2013
11	879998241	498322	734	1661	96	1488	90	115	870	1687
11	880498240	498477	703	1694	99	1469	128	124	913	1575
11	880998239	498127	702	1619	100	1471	89	76	938	2106
11	881498238	497667	698	1697	67	1461	135	94	999	2111
11	881998237	498167	777	1633	97	1455	121	114	940	1840
11	882498236	497793	669	1604	59	1316	123	71	645	2131
11	882998235	498191	710	1635	104	1424	118	108	834	1962
11	883498234	498074	682	1568	92	1426	78	149	647	1835
11	883998233	498266	727	1593	95	1426	54	157	486	1670
11	884498232	498352	711	1760	106	1564	134	153	845	1765
11	884998231	497583	706	1515	111	1435	92	91	1210	2331
11	885498230	498028	661	1557	95	1405	117	120	1172	2096
11	885998229	497557	792	1500	129	1391	99	158	866	2319
11	886498228	497982	798	1598	105	1455	92	211	847	1992
11	886998227	498108	707	1620	76	1404	81	255	801	1887
11	887498226	498222	693	1577	104	1371	85	126	561	1934
11	887998225	498046	768	1669	86	1430	127	121	766	1856
11	888498224	497873	801	1628	135	1417	107	187	1039	2080
11	888998223	497986	756	1484	127	1412	88	109	1188	2110
11	889498222	497558	730	1563	180	1449	174	119	1490	2353
11	889998221	497432	768	1500	133	1414	126	157	1361	2546
11	890498220	496979	766	1450	160	1342	138	186	1554	3021
11	890998219	497454	658	1466	110	1311	85	126	1265	2558
11	891498218	497802	816	1543	105	1425	111	149	1147	2216
11	891998217	497660	842	1594	92	1405	101	182	1024	2339
11	892498216	497385	673	1652	72	1410	124	114	1026	2618
11	892998215	496535	683	1434	83	1254	51	99	1215	3435
11	893498214	497691	710	1687	112	1525	126	192	1492	2342
11	893998213	497608	739	1661	127	1476	130	81	1118	2364
11	894498212	497846	687	1672	100	1453	134	82	1171	2201
11	894998211	497218	734	1465	30	1203	69	196	1352	2875
11	895498210	497773	849	1440	45	1393	48	217	1070	2166
11	895998209	497923	681	1510	38	1402	36	112	1255	2089
11	896498208	498208	726	1649	56	1518	39	135	1148	1819
11	896998207	497899	749	1796	55	1518	122	113	1032	2052
11	897498206	497637	642	1712	146	1506	140	84	1123	2317
11	897998205	497985	730	1865	132	1635	127	164	1235	2031
11	898498204	497983	789	1678	116	1483	101	154	1121	2002
11	898998203	497955	713	1532	74	1405	108	105	1285	2047
11	899498202	497603	793	1645	79	1419	79	180	1301	2418
11	899998201	498022	696	1590	114	1484	70	85	1126	2026
11	900498200	497547	831	1644	147	1547	148	158	1323	2367
11	900998199	497388	866	1665	133	1521	205	171	1303	2602
11	901498198	497079	853	1774	160	1540	199	165	1236	2985
11	901998197	497352	874	1539	141	1472	164	148	1276	2686
11	902498196	497598	873	1691	166	1479	213	175	1256	2326
11	902998195	497531	957	1635	137	1528	149	231	1243	2494
11	903498194	497978	710	1553	227	1442	85	106	925	1978
11	903998193	498267	763	1690	151	1652	129	141	1059	1744
11	904498192	498166	767	1719	149	1584	138	162	961	1820
11	904998191	498020	807	1796	144	1672	105	154	1103	1988
11	905498190	498237	835	2022	121	1631	167	163	1255	1755
11	905998189	497912	813	1940	158	1712	190	140	1334	2161
11	906498188	497663	719	1642	83	1471	93	133	1032	2256
11	906998187	497555	791	1855	168	1567	153	175	1188	2468
11	907498186	498011	768	1741	147	1533	163	161	1060	2017
11	907998185	497904	842	1713	148	1605	124	99	1036	2069
11	908498184	497551	723	1518	88	1283	102	114	1507	2475
11	908998183	497561	807	1522	113	1448	100	166	976	2503
11	909498182	497740	882	1820	138	1479	139	204	1149	2232
11	909998181	496596	869	1779	95	1508	177	174	1215	3333
11	910498180	496777	848	1746	175	1577	130	204	1109	3237
11	910998179	496534	835	1777	168	1628	187	191	1539	3473
11	911498178	498049	937	1956	186	1681	182	188	1218	2059
11	911998177	498054	831	1645	145	1640	167	133	1158	1972
11	912498176	497622	836	1960	154	1706	171	171	1073	2246
11	912998175	497084	1013	2132	191	1867	224	282	1498	2927
11	913498174	497303	951	1925	205	1700	227	221	1336	2686
11	913998173	497704	1011	1824	163	1682	219	230	1306	2310
11	914498172	497807	907	1847	162	1721	229	209	1043	2207
11	914998171	496593	1021	1921	250	1775	223	236	1245	3348
11	915498170	495460	1112	2056	254	1856	183	269	1310	4533
11	915998169	495843	733	1520	142	1363	155	191	1034	4168
11	916498168	386828	635	1316	71	1158	82	132	765	2194
12	916998167	497295	721	1707	112	1679	98	162	1390	2754
12	917498166	496952	766	1600	151	1635	197	144	724	3105
12	917998165	497976	559	1513	78	1389	76	94	665	2568
12	918498164	496651	969	1471	104	1220	81	244	569	2913
12	918998163	497093	979	2025	143	1757	236	133	955	2713
12	919498162	497949	594	1531	101	1462	51	64	634	2082
12	919998161	497718	631	1726	84	1502	84	169	904	2241
12	920498160	497674	675	1539	69	1419	51	91	975	2457
12	920998159	498192	679	1551	29	1348	60	87	913	1680
12	921498158	497547	657	1597	51	1390	69	107	1343	2552
12	921998157	497876	739	1635	94	1422	88	151	1030	2316
12	922498156	497034	778	1606	35	1380	75	272	1025	2706
12	922998155	497674	763	1728	63	1450	98	150	998	2317
12	923498154	497399	736	1616	76	1433	120	179	1162	2634
12	923998153	497836	746	1459	23	1387	43	142	1402	2168
12	924498152	497899	817	1643	108	1430	69	191	1261	2046
12	924998151	498038	691	1802	128	1580	216	138	1130	2172
12	925498150	497818	695	1797	128	1686	158	82	1282	2016
12	925998149	497887	777	2022	136	1765	143	157	1035	2057
12	926498148	498077	763	1798	106	1537	143	149	1210	1941
12	926998147	497721	678	1742	75	1493	90	131	1130	2408
12	927498146	497679	750	1810	73	1473	90	172	1024	2240
12	927998145	497552	659	1629	47	1338	146	103	933	2635
12	928498144	497470	607	1705	56	1480	87	104	785	2311
12	928998143	497712	724	1800	96	1427	96	98	1013	2272
12	929498142	497542	755	1858	88	1545	103	209	774	2453
12	929998141	498423	677	1667	52	1496	55	205	459	1568
12	930498140	498306	732	1778	109	1567	129	203	796	1720
12	930998139	497955	789	1818	150	1639	162	155	1142	2140
12	931498138	497693	843	1694	182	1511	131	138	859	2181
12	931998137	498137	949	1853	146	1602	139	222	887	1920
12	932498136	498102	784	1610	79	1491	84	136	796	1858
12	932998135	498189	851	1736	140	1538	143	180	1057	2068
12	933498134	497073	806	1714	132	1440	172	154	1054	2737
12	933998133	497826	845	1656	166	1521	136	228	926	2292
12	934498132	497052	859	1657	181	1480	160	169	1191	2742
12	934998131	497922	844	1650	117	1515	152	128	1028	2142
12	935498130	497418	877	1691	206	1607	207	133	1179	2543
12	935998129	498133	810	1732	128	1591	114	138	1024	1860
12	936498128	497824	807	1780	149	1572	122	178	1354	2197
12	936998127	497756	788	1735	113	1598	112	142	1001	2361
12	937498126	497282	748	1561	155	1399	104	148	1180	2599
12	937998125	497851	804	1682	111	1579	138	140	1051	2181
12	938498124	497951	833	1674	142	1521	146	145	1083	2156
12	938998123	497540	795	1656	128	1485	108	150	1166	2312
12	939498122	497915	945	1561	114	1491	69	165	898	2125
12	939998121	497932	758	1497	76	1342	100	190	1133	2023
12	940498120	498265	678	1560	79	1341	93	130	1054	1898
12	940998119	497458	785	1576	136	1410	78	120	1127	2519
12	941498118	497148	741	1496	40	1235	249	91	840	2721
12	941998117	497523	822	1706	156	1359	136	191	1064	2464
12	942498116	497593	665	1557	146	1388	171	123	1264	2397
12	942998115	497631	721	1685	104	1376	169	121	1228	2374
12	943498114	497992	705	1559	156	1439	166	99	1158	2145
12	943998113	497626	704	1495	167	1439	140	96	1232	2380
12	944498112	497615	876	1461	93	1361	92	164	938	2282
12	944998111	497455	763	1536	124	1257	189	100	1188	2644
12	945498110	497260	764	1517	148	1358	110	136	1281	2709
12	945998109	497183	943	1535	115	1384	102	193	1205	2701
12	946498108	497807	915	1528	96	1534	78	193	1174	2293
12	946998107	497383	901	1709	80	1379	243	166	1252	2525
12	947498106	497645	815	1492	96	1340	129	183	1358	2363
12	947998105	497504	828	1465	124	1269	167	158	1133	2532
12	948498104	497989	687	1468	143	1344	80	107	868	1959
12	948998103	498093	887	1494	86	1378	84	230	844	1939
12	949498102	498325	621	1538	62	1295	133	90	871	1642
12	949998101	497982	640	1702	68	1349	116	157	969	2041
12	950498100	498024	737	1617	113	1451	90	124	982	2000
12	950998099	498143	657	1514	102	1340	79	62	1335	1816
12	951498098	498064	628	1307	82	1280	23	51	1329	1954
12	951998097	497859	572	1455	56	1282	77	27	1140	2155
12	952498096	497807	737	1536	83	1401	88	152	915	2304
12	952998095	497955	767	1589	77	1403	63	142	993	2041
12	953498094	497668	845	1614	112	1458	96	221	1052	2189
12	953998093	498011	661	1510	77	1287	57	88	1023	2086
12	954498092	498072	715	1500	94	1426	79	128	997	1834
12	954998091	497725	797	1504	154	1418	95	159	907	2488
12	955498090	497711	704	1646	94	1404	137	136	855	2078
12	955998089	497604	821	1543	157	1573	148	199	961	2431
12	956498088	497877	787	1486	84	1414	69	248	789	2299
12	956998087	497692	654	1613	145	1350	55	147	775	2092
12	957498086	497921	709	1499	102	1339	55	179	1111	2113
12	957998085	498178	695	1467	89	1353	60	218	846	1791
12	958498084	497854	651	1395	123	1313	113	142	1048	2155
12	958998083	498161	685	1652	107	1475	112	144	1053	1831
12	959498082	497740	802	1671	76	1411	150	210	1014	2292
12	959998081	498118	837	1519	98	1374	99	189	1165	1940
12	960498080	497904	729	1550	52	1321	99	140	851	2013
12	960998079	497979	754	1570	154	1475	81	167	854	2170
12	961498078	498149	718	1655	156	1439	103	113	1020	1716
12	961998077	497784	765	1703	150	1547	112	230	1276	2258
12	962498076	497763	793	1590	147	1411	75	115	777	2314
12	962998075	497582	880	1657	174	1603	161	189	1241	2371
12	963498074	497761	811	1510	125	1324	105	171	934	2151
12	963998073	498191	773	1663	80	1478	90	138	1039	1800
12	964498072	498092	690	1530	100	1501	65	104	1174	1919
12	964998071	497203	659	1457	94	1340	110	113	1373	2841
12	965498070	497294	787	1478	111	1439	84	156	981	2702
12	965998069	497909	697	1589	75	1378	66	131	934	2059
12	966498068	498231	753	1566	101	1440	141	98	1042	2048
12	966998067	497866	762	1686	123	1363	121	141	983	1857
12	967498066	498121	851	1538	144	1515	126	192	1269	2032
12	967998065	497615	919	1589	131	1478	168	142	1028	2207
12	968498064	497664	831	1608	125	1474	120	171	1214	2384
12	968998063	497980	857	1646	95	1380	108	200	1057	1975
12	969498062	497885	863	1504	155	1443	126	148	1161	2135
12	969998061	497313	716	1485	163	1427	105	139	957	2687
12	970498060	497538	909	1580	124	1459	147	184	1041	2452
12	970998059	497725	769	1596	196	1548	164	208	1212	2562
12	971498058	497509	805	1572	194	1392	126	189	1218	2294
12	971998057	497502	809	1653	169	1493	134	150	1064	2394
12	972498056	497982	662	1496	151	1378	81	107	933	2055
12	972998055	498120	665	1448	84	1273	96	104	859	1853
12	973498054	498613	757	1727	140	1547	142	122	874	1627
12	973998053	497819	854	1682	169	1617	166	155	1098	1955
12	974498052	497451	777	1471	114	1340	113	138	1036	2531
12	974998051	498030	738	1678	132	1377	97	131	1179	2210
12	975498050	497415	655	1719	60	1266	324	118	1148	2433
12	975998049	497992	812	1536	97	1333	103	129	1090	2011
12	976498048	497479	804	1484	158	1390	163	133	1147	2454
12	976998047	497325	771	1464	131	1357	126	168	1164	2656
12	977498046	497311	899	1555	116	1436	163	293	1286	2754
12	977998045	497321	928	1568	168	1507	134	212	1143	2674
12	978498044	497628	820	1824	188	1575	187	225	1161	2333
12	978998043	497698	792	1623	154	1408	171	136	1085	2349
12	979498042	497926	876	1697	170	1616	119	218	1013	2043
12	979998041	497810	832	1753	115	1564	123	212	1135	2228
12	980498040	497487	780	1649	86	1454	93	218	994	2459
12	980998039	497531	809	1529	105	1482	114	176	1148	2590
12	981498038	498013	731	1718	93	1488	121	110	1071	2025
12	981998037	497389	774	1581	117	1407	99	160	925	2660
12	982498036	497510	791	1759	106	1575	158	172	1036	2259
12	982998035	497850	664	1579	118	1493	115	111	891	2230
12	983498034	497811	762	1668	134	1563	99	159	1007	2106
12	983998033	497375	783	1626	98	1467	129	112	1030	2645
12	984498032	497718	738	1489	88	1377	114	74	938	2356
12	984998031	497204	901	1816	142	1623	192	219	1229	2729
12	985498030	497704	1010	1847	215	1682	195	186	1235	2320
12	985998029	497633	857	1677	188	1504	174	209	1242	2313
12	986498028	497525	961	1775	179	1694	224	203	1177	2615
12	986998027	496445	1031	1945	253	1734	237	279	1352	3439
12	987498026	497462	978	1773	245	1685	226	247	1349	2574
12	987998025	497063	987	1857	249	1759	233	254	1373	2928
12	988498024	495999	1001	1825	261	1712	237	246	1315	3961
12	988998023	492576	674	1326	102	1215	139	193	921	5489
13	989498022	497320	679	1797	117	1649	89	123	1652	2702
13	989998021	498013	566	1481	29	1287	35	64	1356	2037
13	990498020	497680	559	1226	41	1082	32	32	1258	2481
13	990998019	498056	558	1386	64	1287	26	33	1367	1841
13	991498018	497832	580	1525	32	1303	53	46	1522	2066
13	991998017	497898	726	1567	80	1436	33	205	1373	2201
13	992498016	498274	718	1600	19	1368	31	162	1223	1636
13	992998015	497894	714	1473	45	1311	50	246	1214	2127
13	993498014	497926	676	1527	31	1352	64	234	1193	2178
13	993998013	497799	704	1413	51	1332	47	164	1164	2084
13	994498012	497992	537	1249	47	1159	27	45	1120	1968
13	994998011	498271	641	1494	79	1378	54	63	1659	1775
13	995498010	498126	626	1531	96	1308	86	69	1200	1890
13	995998009	498320	768	1535	102	1394	114	108	1084	1630
13	996498008	497901	711	1648	127	1456	151	118	1075	2140
13	996998007	497759	660	1557	156	1375	97	85	1128	2240
13	997498006	498251	629	1575	77	1407	100	89	969	1709
13	997998005	498249	682	1611	71	1317	65	168	1138	1978
13	998498004	498083	649	1485	113	1358	44	188	562	1847
13	998998003	497949	825	1698	100	1457	65	160	607	1887
13	999498002	498406	787	1617	93	1515	104	207	462	1715
13	999998001	497742	806	1526	146	1353	137	141	589	2131
13	1000498000	497691	781	1553	134	1472	158	149	632	2310
13	1000997999	497375	807	1594	140	1551	128	224	962	2673
13	1001497998	497294	896	1687	157	1518	152	138	1280	2797
13	1001997997	497639	886	1650	148	1519	126	214	878	2312
13	1002497996	497841	722	1442	110	1403	135	161	846	2193
13	1002997995	497497	740	1629	135	1407	114	113	1161	2401
13	1003497994	497493	742	1592	127	1273	207	101	1141	2491
13	1003997993	498024	727	1547	141	1354	111	141	1205	1996
13	1004497992	498435	787	1591	147	1496	93	122	1048	1637
13	1004997991	498437	811	1652	100	1418	152	150	1271	1548
13	1005497990	497855	746	1656	127	1448	138	150	1145	2151
13	1005997989	498009	882	1724	162	1567	185	160	1255	1956
13	1006497988	498081	785	1685	138	1633	184	157	1102	1881
13	1006997987	498278	807	1701	114	1484	108	110	1206	1718
13	1007497986	498307	676	1608	135	1527	127	128	1168	1677
13	1007997985	498180	735	1667	97	1470	91	147	1085	1839
13	1008497984	498067	747	1711	153	1524	161	155	993	1932
13	1008997983	497991	933	1747	140	1580	134	154	1130	2035
13	1009497982	497635	818	1657	174	1477	141	176	1276	2353
13	1009997981	498127	872	1699	143	1559	99	168	1185	1919
13	1010497980	497925	795	1887	167	1692	124	147	986	2063
13	1010997979	497909	732	1676	102	1426	106	139	1075	2061
13	1011497978	497899	829	1753	152	1606	170	221	1097	2081
13	1011997977	498248	796	1835	98	1565	90	112	1144	1996
13	1012497976	497915	660	1640	122	1586	84	94	1339	2059
13	1012997975	498137	878	1851	143	1594	169	185	1304	1876
13	1013497974	497635	856	1907	140	1576	152	163	1231	2141
13	1013997973	498290	620	1625	119	1516	92	134	999	1829
13	1014497972	497707	755	1917	130	1576	140	144	1292	2198
13	1014997971	498243	839	1837	96	1630	127	200	1304	1860
13	1015497970	498626	693	1637	127	1501	133	92	1201	1669
13	1015997969	497755	635	1701	118	1549	89	68	1232	1809
13	1016497968	497997	735	1764	99	1544	141	119	1175	2197
13	1016997967	497826	659	1786	78	1563	217	99	1620	1973
13	1017497966	498042	652	1627	105	1343	222	77	1519	2165
13	1017997965	498200	696	1756	70	1602	111	141	1093	1666
13	1018497964	498054	764	1730	96	1645	80	167	1169	1914
13	1018997963	497316	888	1915	183	1691	167	267	1574	2690
13	1019497962	497927	910	1985	177	1664	193	197	1524	2040
13	1019997961	497663	836	1757	112	1545	148	165	1376	2497
13	1020497960	498022	892	1968	126	1625	181	176	1235	1803
13	1020997959	497860	901	1831	126	1651	155	180	1427	2144
13	1021497958	497634	854	1707	163	1518	224	193	1264	2399
13	1021997957	497442	784	1697	188	1616	206	121	1719	2590
13	1022497956	497739	889	1883	108	1604	143	247	1460	2211
13	1022997955	497178	956	1947	155	1806	152	318	1389	2803
13	1023497954	497707	796	1790	121	1695	111	146	1690	2316
13	1023997953	496984	746	1755	112	1442	131	142	1218	3058
13	1024497952	497693	793	1862	120	1561	127	175	1170	2279
13	1024997951	495874	670	1550	45	1255	66	239	1055	4091
13	1025497950	494930	654	1512	125	1376	110	262	968	5246
13	1025997949	495863	482	1064	43	880	80	163	957	4039
13	1026497948	497171	383	1107	121	1043	10	69	843	3732
13	1026997947	495983	450	1153	8	946	17	206	864	3119
13	1027497946	496892	665	1281	43	1229	48	132	1024	3095
13	1027997945	496940	774	1696	89	1451	84	257	885	3002
13	1028497944	496875	891	1690	176	1483	152	224	1109	3171
13	1028997943	497270	1029	2016	224	1707	267	230	1395	2693
13	1029497942	497704	964	1879	225	1644	203	212	1116	2471
13	1029997941	498083	604	1298	150	1193	114	65	682	1775
13	1030497940	497715	917	1687	190	1545	158	183	1125	2449
13	1030997939	497230	865	1608	177	1561	141	172	1206	2576
13	1031497938	497667	874	1758	147	1456	190	176	1168	2350
13	1031997937	498113	783	1684	101	1454	125	83	1387	2028
13	1032497936	498079	642	1455	62	1331	84	55	1181	1825
13	1032997935	497371	873	1744	116	1459	160	244	1184	2597
13	1033497934	497828	706	1496	131	1446	59	76	1295	2286
13	1033997933	497419	856	1678	117	1488	150	166	1377	2680
13	1034497932	497323	960	1945	153	1812	206	239	1257	2423
13	1034997931	497612	853	1820	130	1590	157	147	1108	2373
13	1035497930	497928	945	1722	144	1671	157	172	972	2075
13	1035997929	497748	732	1768	116	1528	178	185	1211	2281
13	1036497928	498038	953	1708	123	1500	105	210	1259	2068
13	1036997927	497828	716	1477	78	1347	89	75	1377	2292
13	1037497926	497612	733	1554	92	1413	29	114	1045	2371
13	1037997925	497527	690	1589	85	1377	107	204	982	2269
13	1038497924	497618	826	1790	130	1547	101	133	1020	2385
13	1038997923	498032	915	1629	189	1619	144	164	1182	2014
13	1039497922	497521	1029	1676	177	1536	149	174	1217	2397
13	1039997921	497336	909	1582	132	1517	125	235	1187	2753
13	1040497920	497277	857	1716	180	1575	171	184	1177	2635
13	1040997919	497501	793	1630	126	1498	170	153	996	2546
13	1041497918	497528	782	1605	140	1596	168	186	1257	2546
13	1041997917	497281	845	1548	194	1455	167	192	986	2599
13	1042497916	497687	966	1689	150	1487	129	196	1054	2480
13	1042997915	497480	921	1680	130	1489	188	220	1156	2393
13	1043497914	497307	958	1601	164	1413	220	180	987	2696
13	1043997913	496469	962	1651	216	1524	178	258	1399	3535
13	1044497912	496944	866	1614	236	1515	170	234	1240	3183
13	1044997911	497123	864	1840	174	1586	269	185	1235	2704
13	1045497910	497613	857	1633	124	1512	205	174	960	2388
13	1045997909	497035	835	1704	173	1488	174	263	1238	2968
13	1046497908	497499	1003	1700	204	1573	200	167	1071	2551
13	1046997907	497559	858	1713	170	1591	155	180	1080	2417
13	1047497906	497488	883	1751	176	1659	229	160	1170	2548
13	1047997905	496847	981	1840	198	1610	228	277	1296	3104
13	1048497904	497308	845	1655	205	1593	164	252	1417	2693
13	1048997903	497127	838	1583	150	1451	167	295	1082	2925
13	1049497902	497684	851	1689	159	1564	140	151	1009	2285
13	1049997901	497594	937	1829	181	1633	200	254	1132	2437
